Institute Name,Program Name,Seat Capacity,Female Supernumerary,Total
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Civil and Environmental Engineering (4 Years, Bachelor of Technology)",19,3,22
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",19,1,20
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Electrical Engineering (4 Years, Bachelor of Technology)",18,1,19
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",19,2,21
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Mechanical Engineering (4 Years, Bachelor of Technology)",18,1,19
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",18,0,18
"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal","Food Technology (4 Years, Bachelor of Technology)",19,0,19
"Central University of Rajasthan, Rajasthan","Computer Science and Engineering (4 Years, Bachelor of Technology)",30,0,30
"Central University of Rajasthan, Rajasthan","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",30,0,30
"Central University of Rajasthan, Rajasthan","Bio Medical Engineering (4 Years, Bachelor of Technology)",30,0,30
"National Institute of Food Technology Entrepreneurship and Management, Kundli","Food Technology and Management (4 Years, Bachelor of Technology)",100,0,100
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur","Food Technology (4 Years, Bachelor of Technology)",90,0,90
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",2,0,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",6,0,6
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)",2,0,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",2,0,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",2,0,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Agricultural Engineering (4 Years, Bachelor of Technology)",2,0,2
"Indian Institute of Handloom Technology(IIHT), Varanasi","Handloom and Textile Technology (4 Years, Bachelor of Technology)",33,0,33
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Civil Engineering (4 Years, Bachelor of Technology)",30,0,30
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",45,0,45
"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",45,0,45
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)",46,0,46
"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar","Chemical Engineering (5 Years, Integrated Masters in Technology)",20,0,20
"North-Eastern Hill University, Shillong","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",20,0,20
"North-Eastern Hill University, Shillong","Information Technology (4 Years, Bachelor of Technology)",20,0,20
"North-Eastern Hill University, Shillong","Biomedical Engineering (4 Years, Bachelor of Technology)",20,0,20
"North-Eastern Hill University, Shillong","Energy Engineering (4 Years, Bachelor of Technology)",20,0,20
Central University of Jammu,"Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",60,0,60
Central University of Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",60,0,60
Central University of Jammu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",60,0,60
Central University of Jammu,"Mathematics and Computing (4 Years, Bachelor of Technology)",60,0,60
Central University of Jammu,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)",60,0,60
"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Computer Science and Engineering (4 Years, Bachelor of Technology)",60,0,60
"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",60,0,60
"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Aeronautical Engineering (4 Years, Bachelor of Technology)",60,0,60
"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Dairy Engineering (4 Years, Bachelor of Technology)",60,0,60
"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Fashion and Apparel Engineering (4 Years, Bachelor of Technology)",60,0,60
"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)","Food Engineering and Technology (4 Years, Bachelor of Technology)",60,0,60
Central University of Haryana,"Civil Engineering (4 Years, Bachelor of Technology)",60,0,60
Central University of Haryana,"Computer Science and Engineering (4 Years, Bachelor of Technology)",60,0,60
Central University of Haryana,"Electrical Engineering (4 Years, Bachelor of Technology)",60,0,60
Central University of Haryana,"Printing and Packaging Technology (4 Years, Bachelor of Technology)",30,0,30
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",56,4,60
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",48,5,53
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",38,3,41
"Birla Institute of Technology, Deoghar Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",33,3,36
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",19,1,20
"Birla Institute of Technology, Deoghar Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",16,2,18
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",38,3,41
"Birla Institute of Technology, Deoghar Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",33,3,36
"Birla Institute of Technology, Patna Off-Campus","Civil Engineering (4 Years, Bachelor of Technology)",37,3,40
"Birla Institute of Technology, Patna Off-Campus","Civil Engineering (4 Years, Bachelor of Technology)",28,3,31
"Birla Institute of Technology, Patna Off-Campus","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",37,3,40
"Birla Institute of Technology, Patna Off-Campus","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",28,3,31
"Birla Institute of Technology, Patna Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",37,3,40
"Birla Institute of Technology, Patna Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",28,3,31
"Birla Institute of Technology, Patna Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",37,3,40
"Birla Institute of Technology, Patna Off-Campus","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",28,3,31
"Birla Institute of Technology, Patna Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",37,3,40
"Birla Institute of Technology, Patna Off-Campus","Mechanical Engineering (4 Years, Bachelor of Technology)",28,3,31
"Birla Institute of Technology, Patna Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",37,3,40
"Birla Institute of Technology, Patna Off-Campus","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",28,3,31
"Birla Institute of Technology, Patna Off-Campus","Mathematics and Computing (5 Years, Integrated Master of Science)",19,1,20
"Birla Institute of Technology, Patna Off-Campus","Mathematics and Computing (5 Years, Integrated Master of Science)",15,2,17
"Indian Institute of Handloom Technology, Salem","Handloom and Textile Technology (4 Years, Bachelor of Technology)",30,0,30
"Gati Shakti Vishwavidyalaya, Vadodara","B.Tech in Electronics & Communication Engineering (Rail Engineering) (4 Years, Bachelor of Technology)",60,9,69
"Gati Shakti Vishwavidyalaya, Vadodara","B.Tech in Electrical Engineering ( Rail Engineering) (4 Years, Bachelor of Technology)",60,0,60
"Gati Shakti Vishwavidyalaya, Vadodara","B.Tech in Mechanical Engineering ( Rail Engineering) (4 Years, Bachelor of Technology)",60,5,65
"Gati Shakti Vishwavidyalaya, Vadodara","B.Tech in Civil Engineering (Rail Engineering) (4 Years, Bachelor of Technology)",60,8,68
"Gati Shakti Vishwavidyalaya, Vadodara","B.Tech in Artificial Intelligenece and Data Science (Transportation and Logistics) (4 Years, Bachelor of Technology)",60,4,64
"Gati Shakti Vishwavidyalaya, Vadodara","B.Tech in Aviation Engineering (4 Years, Bachelor of Technology)",40,0,40
CU Jharkhand,"Civil Engineering (4 Years, Bachelor of Technology)",21,0,21
CU Jharkhand,"Computer Science and Engineering (4 Years, Bachelor of Technology)",21,0,21
CU Jharkhand,"Electrical Engineering (4 Years, Bachelor of Technology)",21,0,21
CU Jharkhand,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",21,0,21
"National Institute of Electronics and Information Technology, Ropar (Punjab)","B.Tech in CSE (AI and ML) (4 Years, Bachelor of Technology)",60,0,60
"National Institute of Electronics and Information Technology, Patna (Bihar)","Computer Science and Engineering (4 Years, Bachelor of Technology)",60,0,60
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)","Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology ) (4 Years, Bachelor of Technology)",60,0,60
"National Institute of Electronics and Information Technology, Gorakhpur (UP)","Computer Science and Engineering with minor in AI and ML (4 Years, Bachelor of Technology)",60,0,60
"National Institute of Electronics and Information Technology, Gorakhpur (UP)","B. Tech in Electronics and Communication Engineering with minor in Wearable Electronics (4 Years, Bachelor of Technology)",60,0,60
"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Aerospace Engineering (4 Years, Bachelor of Technology)",60,0,60
"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",60,0,60
Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",10,0,10
Islamic University of Science and Technology Kashmir,"Architecture (5 Years, Bachelor of Architecture)",10,0,10
Shri G. S. Institute of Technology and Science Indore,"Civil Engineering (4 Years, Bachelor of Technology)",4,0,4
Shri G. S. Institute of Technology and Science Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",6,0,6
Shri G. S. Institute of Technology and Science Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",5,0,5
Shri G. S. Institute of Technology and Science Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",5,0,5
Shri G. S. Institute of Technology and Science Indore,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",5,0,5
Shri G. S. Institute of Technology and Science Indore,"Information Technology (4 Years, Bachelor of Technology)",6,0,6
Shri G. S. Institute of Technology and Science Indore,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",4,0,4
Shri G. S. Institute of Technology and Science Indore,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",5,0,5
Shri G. S. Institute of Technology and Science Indore,"Biomedical Engineering (4 Years, Bachelor of Technology)",3,0,3
